path,label,raw_text,text
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521120823_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521121717_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521132327_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521150512_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521155111_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521161522_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521171720_100201.png,Banner aplicación,"Notificaciones
S

Activa las notificaciones en tu móvil

Recibe avisos al instante y de la forma
más segura.

Finaliza fácilmente tus compras online.

Recibe mensajes con total seguridad
protegiéndote ante posibles fraudes.

Activa alertas para enterarte de los
movimientos en tus cuentas y tarjetas.

Acepta el permiso en la siguiente pantalla para
recibir las notificaciones

AciNEr elmara

Más tarde",notificaciones activa las notificaciones en móvil recibe avisos instante de la forma más segura finaliza fácilmente tus compras online recibe mensajes con total seguridad ante posibles fraudes activa alertas para enterarte de los en tus acepta el permiso en la siguiente pantalla para recibir las notificaciones más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521175600_100200.png,Banner aplicación,"Notificaciones
S

Activa las notificaciones en tu móvil

Recibe avisos al instante y de la forma
más segura.

Finaliza fácilmente tus compras online.

Recibe mensajes con total seguridad
protegiéndote ante posibles fraudes.

Activa alertas para enterarte de los
movimientos en tus cuentas y tarjetas.

Acepta el permiso en la siguiente pantalla para
recibir las notificaciones

AciNEr elmara

Más tarde",notificaciones activa las notificaciones en móvil recibe avisos instante de la forma más segura finaliza fácilmente tus compras online recibe mensajes con total seguridad ante posibles fraudes activa alertas para enterarte de los en tus acepta el permiso en la siguiente pantalla para recibir las notificaciones más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521175857_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521215956_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260521225809_100048.png,Banner aplicación,"No se ha podido iniciar
sesión
Alguno de los datos introducidos es
incorrecto. Por razones de seguridad,

tu acceso se bloqueará al tercer
intento.

* No dejes espacios en blanco en tu
identificador ni en tu contraseña.

* TU contraseña tiene un máximo de 10
dígitos y puede contener números y
letras.

Cambiar contraseña",no podido iniciar sesión alguno de los datos introducidos es incorrecto por razones de seguridad acceso tercer intento no dejes espacios en blanco en identificador en contraseña contraseña tiene un máximo de dígitos puede contener números letras cambiar contraseña
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260522124223_100145.png,Banner aplicación,"Notificaciones

S
Activa las notificaciones en tu móvil

Recibe avisos al instante y de la forma más
segura.

Y . Finaliza fácilmente tus compras online.

y  Recibe mensajes con total seguridad
protegiéndote ante posibles fraudes.

y — Activaalertas para enterarte de los
movimientos en tus cuentas y tarjetas.

Acepta el permiso en la siguiente pantalla para
recibir las notificaciones

Más tarde",notificaciones activa las notificaciones en móvil recibe avisos instante de la forma más segura finaliza fácilmente tus compras online recibe mensajes con total seguridad ante posibles fraudes para enterarte de los en tus acepta el permiso en la siguiente pantalla para recibir las notificaciones más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260524095600_100109.png,Banner aplicación,"<                    Política de privacidad

POLÍTICA DE
PRIVACIDAD
IMAGINERSGEN, S.A.

1. CÓMO TRATAMOS TUS
DATOS PERSONALES

Para gestionar tus relaciones con nosotros, en
Imaginersgen, S.A. (en adelante “IMAGIN”) trataremos
tus datos personales para cumplir diferentes finalidades,
siempre de acuerdo con lo establecido por la normativa
vigente, respetando tus derechos y con total
transparencia. Para ello, en esta Política de Privacidad,
a la que puedes acceder en cualquier momento
Ajustes>Información legal>política de privacidad y
http://www.imagin.com/politicaprivacidad, puedes
consultar el detalle completo de cómo utilizaremos tus
datos en las relaciones que establezcamos contigo.

El tratamiento de tus datos puede variar en función del
tipo de cliente que seas.

Hay dos posibilidades:

o Cliente Imagin: lo serás cuando te registres en
nuestra aplicación móvil (“App Imagin”) con un
nombre, número de teléfono y dirección de correo
electrónico. En este caso te aplicará esta política
de privacidad (tratamientos del epigrafe 6).

o Cliente ImaginBank Infinity: Lo serás cuando te
1eg15t1 es en la app de Imag1n y, ademas  contrates

o O o —  H a a A",política de privacidad política de privacidad cómo tratamos tus datos personales para gestionar tus relaciones con nosotros en en adelante trataremos tus datos personales para cumplir diferentes finalidades siempre de acuerdo con lo establecido por la normativa vigente respetando tus derechos con total transparencia para ello en esta política de privacidad la que puedes acceder en cualquier momento de privacidad puedes consultar el detalle completo de cómo tus datos en las relaciones que contigo el tratamiento de tus datos puede variar en función del tipo de cliente que seas hay dos posibilidades cliente lo serás cuando registres en nuestra aplicación móvil app con un nombre número de teléfono dirección de correo electrónico en este caso aplicará esta política de privacidad tratamientos del cliente infinity lo serás cuando es en la app de ademas
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525133317_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525134416_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525141610_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525152153_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525170514_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525172612_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525183829_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525211306_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525222945_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525224135_99813.png,Banner aplicación,"Debido a una
incidencia técnica
no se ha podido
realizar la
operación

Por favor, vuelve a intentarlo.

Volver a Listado de movimientos",debido una incidencia técnica no podido realizar la operación por favor vuelve intentarlo volver listado de
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525225428_100141.png,Banner aplicación,"y

¿Nos permites acceder a tu geolocalización?

El permiso de ubicación solo lo utilizamos si autorizas
a la aplicación, y nos permite acceder a los datos de
geolocalización para:

/ Un tratamiento comercial (si además tenemos tu
consentimiento)

Y Finalidades de lucha contra el fraude

Y Ofrecerte determinados servicios de la aplicación,
como mostrarte la ubicación de la oficina más
cercana

Los datos de geolocalización se recogen únicamente si
la geolocalización está activada en el dispositivo, y se
puede configurar en todo momento desde tu teléfono
accediendo a Ajustes>Geolocalización.

Con carácter general, utilizaremos los datos de
geolocalización en primer plano; por esta razón, te
informaremos previamente en aquellos casos en
que puedan utilizarse en segundo plano, para que tú
configures como quieras tus permisos.

TRATAMIENTO PARA FINALIDADES COMERCIALES

Si tenemos tu autorización al tratamiento de datos
para la elaboración de perfiles y análisis de datos
para la configuración de una oferta personalizada, así
como para la comunicación de ofertas comerciales,
utilizaremos los datos de geolocalización (entre otros
datos tuyos), para configurarte y ofrecerte una oferta

.                             .  .     .
nnvnnnalu—nrxrlrx ÁA nvnr]¡ lñ+ñf¡ U PNINVNININIUINON PFNUL IA+AÁAA CA

Gestionar permiso",nos permites acceder el permiso de ubicación solo lo utilizamos si la aplicación nos permite acceder los datos de para un tratamiento comercial si además tenemos consentimiento finalidades de lucha contra el fraude ofrecerte determinados servicios de la aplicación como mostrarte la ubicación de la oficina más cercana los datos de recogen únicamente si la está activada en el dispositivo puede configurar en momento desde teléfono accediendo con carácter general los datos de en primer plano por esta razón previamente en aquellos casos en que puedan utilizarse en segundo plano para que como quieras tus permisos tratamiento para finalidades comerciales si tenemos autorización tratamiento de datos para la elaboración de perfiles análisis de datos para la configuración de una oferta personalizada así como para la comunicación de ofertas comerciales los datos de entre otros datos tuyos para ofrecerte una oferta gestionar permiso
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\20260525232113_100168.png,Banner aplicación,"Activar firma                      X

DECOUO

Olvídate de códigos y SMS
que no llegan

Con la nueva forma de firmar tus operaciones,
no necesitarás tener cobertura.

9 00

Activarfirma — .

/7'",activar firma olvídate de códigos que no llegan con la nueva forma de firmar tus operaciones no necesitarás tener cobertura
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260502082500_100149.png,Banner aplicación,"Información sobre los
Datos mostrados en
CaixaBank Broker

Los datos que mostramos

en CaixaBank Broker

son proporcionados por
Proveedores de Datos. Debes
saber que:

* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.

* El uso de los datos sin el
permiso de los proveedores
podría conllevar sanciones.

* No nos hacemos
responsables de ningún daño
o perjuicio derivado del uso
de la información.

Aceptar condiciones",información sobre los datos mostrados en broker los datos que mostramos en broker son proporcionados por proveedores de datos debes saber que los datos solo pueden utilizarse dentro de broker no pueden distribuir publicar utilizar para otros fines el uso de los datos sin el permiso de los proveedores podría sanciones no nos hacemos responsables de ningún daño perjuicio derivado del uso de la información aceptar condiciones
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260506211424_100105.png,Banner aplicación,"Información sobre los Datos mostrados
en CaixaBank Broker

Los datos que mostramos en CaixaBank
Broker son proporcionados por Proveedores
de Datos. Debes saber que:

* Los datos solo pueden utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni publicar ni
utilizar para otros fines.

* El uso de los datos sin el permiso de los
proveedores podría conllevar sanciones.

No nos hacemos responsables de ningún
daño o perjuicio derivado del uso de la
información.

Aceptar condiciones",información sobre los datos mostrados en broker los datos que mostramos en broker son proporcionados por proveedores de datos debes saber que los datos solo pueden utilizarse dentro de broker no pueden distribuir publicar utilizar para otros fines el uso de los datos sin el permiso de los proveedores podría sanciones no nos hacemos responsables de ningún daño perjuicio derivado del uso de la información aceptar condiciones
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260507031339_100188.png,Banner aplicación,"3

Información sobre los
Datos mostrados en
CaixaBank Broker

Los datos que mostramos
en CaixaBank Broker

son proporcionados por
Proveedores de Datos. Debes
saber que:

* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni
publicar ni utilizar para otros

fines.

* El uso de los datos sin el

permiso de los proveedores         SO7

podría conllevar sanciones.

' No nos hacemos

responsables de ningún daño        —
o perjuicio derivado del uso             |

de la información.

Aceptar condiciones

Acaer con hueta

¿Eñes AVEVO?",información sobre los datos mostrados en broker los datos que mostramos en broker son proporcionados por proveedores de datos debes saber que los datos solo pueden utilizarse dentro de broker no pueden distribuir publicar utilizar para otros fines el uso de los datos sin el permiso de los proveedores podría sanciones no nos hacemos responsables de ningún daño perjuicio derivado del uso de la información aceptar condiciones con
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Aceptar condiciones\20260510231915_100139.png,Banner aplicación,"Información sobre los
Datos mostrados en
CaixaBank Broker

Los datos que mostramos
en CaixaBank Broker
son proporcionados por

Proveedores de Datos. Debes

saber que:

* Los datos solo pueden
utilizarse dentro de
CaixaBank Broker

* No se pueden distribuir, ni
publicar ni utilizar para otros
fines.

* El uso de los datos sin el
permiso de los proveedores
podría conllevar sanciones.

* No nos hacemos

responsables de ningún daño         . —

o perjuicio derivado del uso
de la información.

Aceptar condiciones

|.
Caso?",información sobre los datos mostrados en broker los datos que mostramos en broker son proporcionados por proveedores de datos debes saber que los datos solo pueden utilizarse dentro de broker no pueden distribuir publicar utilizar para otros fines el uso de los datos sin el permiso de los proveedores podría sanciones no nos hacemos responsables de ningún daño perjuicio derivado del uso de la información aceptar condiciones caso
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506054150_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506055141_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506055830_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506060020_100171.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506060507_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506060713_100171.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506061203_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506061407_100171.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506061859_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506062046_100171.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Banner aplicación\Actualizar app\20260506062537_100172.png,Banner aplicación,"Actualiza la app

Esta versión de la app dejará de estar
disponible.

Por favor, actualiza la app para seguir
disfrutando de CaixaBankNow y todas las
nuevas funcionalidades y mejoras de
seguridad y normativas.

Gracias y disculpa las molestias.

Actualizar más tarde",actualiza la app esta versión de la app dejará de estar disponible por favor actualiza la app para seguir disfrutando de todas las nuevas funcionalidades mejoras de seguridad normativas gracias disculpa las molestias actualizar más tarde
